-4,-4,16,-4,4,2,-3,1
0,5,-11,5,0,0,2,2
-3,-5,4,-9,-5,-4,-1,8
1,-3,-23,1,0,1,-2,-4
1,-2,43,-1,-5,-3,-1,4
-4,8,-12,-5,0,2,-2,0
-1,-9,-17,-4,2,0,0,-7
2,13,13,1,2,5,4,10
-3,-12,-3,-7,-6,0,-6,-25
-4,9,3,3,4,-6,4,12
2,-5,-9,-1,-1,-3,11,-2
-6,5,1,0,-1,0,-18,-6
-1,-2,15,2,-2,0,-1,6
-2,-1,-36,-1,2,3,-1,0
-6,-3,2,-6,-3,4,5,-14
1,0,12,0,-4,-3,1,17
6,-1,-9,-4,-1,-2,-3,10
-6,-2,-5,0,-1,-1,-4,-2
-8,-9,11,-4,-4,-6,-5,-5
2,3,16,0,4,1,2,-5
0,0,-20,0,0,-1,-4,-2
1,9,47,-4,-2,0,2,-4
0,-15,-31,-7,-4,-7,-7,-6
3,-9,25,6,3,3,4,-3
-1,-11,-51,-8,-7,-5,0,1
1,3,22,0,0,1,-2,-3
3,2,-24,4,5,4,1,1
-4,-8,21,-4,-3,-5,0,-7
8,-5,-24,0,-1,3,0,-1
8,3,12,2,-2,-2,-1,-11
-5,0,3,6,2,1,-5,-1
2,-1,-27,-3,-3,1,4,-5
-3,3,-1,2,1,-5,-2,11
-4,-5,-1,-7,-5,-5,-3,6
5,19,19,7,3,5,0,10
-2,-11,-35,0,2,-1,-1,-8
-6,7,47,-5,-1,-3,-3,-7
1,6,-15,8,5,3,1,6
-6,-4,-5,3,-1,1,1,-4
-1,-14,-16,-8,-2,-2,0,7
1,-5,2,0,-2,1,-2,1
-1,13,7,5,3,-1,2,-8
4,-9,13,-1,-4,-5,-3,2
-7,2,-9,-2,-5,-2,-1,-4
3,7,17,5,4,1,1,-4
-4,-5,2,-2,-2,2,-4,-16
3,7,-18,-2,4,0,1,13
-2,6,25,2,-2,-2,-4,2
0,-26,-46,-4,-5,0,0,8
-3,-10,-2,2,1,-1,-5,-10
-4,-13,20,-4,-3,-3,0,-8
5,4,6,-1,-4,-1,0,0
-1,-2,19,6,2,0,-2,-1
1,-6,-38,-3,0,-3,-1,7
-3,-8,5,-9,-9,-2,-2,-8
-9,-5,-14,6,2,-1,1,-2
-4,-11,-6,-8,-3,-3,-1,0
-3,4,14,7,1,2,1,2
-1,-1,-16,3,7,2,-2,-3
7,7,-35,-2,-1,-5,-4,3
-9,3,40,-2,-6,-7,-3,-8
0,4,-4,0,0,1,2,6
4,5,-2,-2,-3,-1,-4,-19
-2,-20,-5,1,1,3,-2,-16
-1,12,-15,1,-2,-2,-1,1
-2,2,11,-4,-1,0,0,12
5,1,8,2,-4,-7,-7,-27
-5,9,17,-3,-2,-4,-4,6
1,-2,-6,-4,0,1,2,-3
4,-12,7,-3,-1,-4,-4,0
-7,-12,-36,-4,2,1,-1,2
-4,1,25,-4,-5,-1,-1,-2
-2,-3,-30,5,0,0,-2,-2
1,9,14,-4,-3,-5,-4,-1
-1,-3,-1,-5,-4,-2,0,8
2,5,12,5,1,0,1,-2
4,3,-33,-3,6,3,1,1
-2,3,43,0,-4,1,1,-1
-2,1,-46,3,1,2,2,6
-7,-19,-14,-17,-2,-4,-3,-1
0,5,8,7,-3,-5,-3,-1
0,-6,-31,4,2,4,-1,-2
-6,8,72,-4,-4,-2,-2,0
0,-13,-25,2,0,-1,-1,-1
0,12,-8,5,0,2,2,-12
-5,-11,16,-8,-4,-3,-2,-3
1,10,-39,0,5,2,2,12
3,11,33,-3,-6,-3,0,7
-3,3,6,-2,-3,0,-2,-1
7,5,2,9,2,5,2,1
1,-17,-40,-3,-1,-2,-3,-8
-11,1,27,-13,-9,-4,2,5
2,-8,4,4,3,0,-3,-4
1,-1,-18,-2,0,-1,0,-1
-2,11,19,7,0,0,1,4
6,-8,-22,0,0,4,-2,0
1,-5,34,-9,-7,-5,-2,9
-2,10,-29,4,0,1,1,3
-5,-8,19,-6,-6,-3,-3,-5
-2,8,10,5,3,-2,-3,-4
-4,6,-12,0,3,5,2,3
-8,5,9,-1,-1,-1,-1,-7
1,-12,-16,-7,-5,-3,-3,4
2,5,17,8,10,-1,-1,5
-12,-14,-17,-8,-5,-4,-4,0
-6,-16,1,-5,-4,-4,-4,-6
4,-1,8,0,0,4,3,-2
-5,-4,-39,-3,-4,0,0,-1
2,-4,4,1,0,-3,0,-5
-1,-11,-1,-9,1,-4,-2,1
-7,-14,-14,-9,-8,-9,-4,-1
5,10,17,8,-1,4,1,0
1,-7,-51,-9,1,-1,0,2
1,4,5,4,-1,4,3,6
6,-16,-27,-5,-2,-3,-4,4
-4,5,1,8,3,1,1,-5
3,-10,6,-7,-1,-5,-2,-13
-4,3,9,-6,-4,-5,-5,-5
-2,4,8,4,-1,0,0,2
-1,-15,-14,-9,-1,1,1,-6
0,0,14,14,5,5,-1,6
