-1,-5,-2,-2,-1,-14,7,0
-2,-2,1,1,-3,-4,0,7
-1,-3,-6,-3,2,4,-16,-14
-2,-10,-6,-1,3,4,-10,-2
1,10,1,1,-3,-12,-7,2
-1,5,1,-1,-1,-18,32,6
-3,-6,-5,-8,-1,-4,-1,-11
-4,-1,0,-1,0,-4,-5,-4
1,-7,-1,-1,-1,-10,-48,7
-3,-5,-5,-5,0,-13,17,-3
-3,4,0,2,1,11,-3,-8
7,2,3,4,2,-6,6,16
-3,3,-7,-3,-1,18,-16,0
-4,-1,0,3,-3,7,-26,-3
-4,-2,-1,-1,2,-1,33,-3
-3,7,4,-1,-2,0,3,-3
4,-14,-2,-1,3,5,13,6
12,8,-5,4,2,0,-2,-1
-2,-9,-7,-2,-3,-18,-11,7
-10,1,1,0,1,8,-6,-1
4,4,1,-2,-2,1,33,10
-1,6,8,-2,-3,-3,-3,-6
2,2,0,0,3,8,-14,-7
0,11,3,-5,-5,-21,-5,-2
0,-3,2,0,-4,3,30,7
-7,-7,-7,2,4,8,-13,1
1,7,3,-2,-1,2,-12,-18
-7,-9,-9,-2,-4,-3,-20,0
-5,-2,-8,-3,-5,-17,22,-43
-4,-14,-1,-4,1,-8,-19,-3
-3,-2,0,0,-1,-5,9,-5
-2,10,2,2,0,-4,-10,-4
10,5,5,-1,-2,5,0,20
-14,-4,5,1,0,11,43,4
-1,-5,-6,0,-3,-4,-5,-15
0,-9,-9,-1,-1,4,-18,-6
11,7,5,2,0,22,-3,16
9,13,9,0,-3,5,2,-25
5,-3,-2,-1,1,7,15,20
8,-3,3,4,1,-1,10,-4
-16,-2,4,-1,2,-9,14,-9
-5,-15,-8,-3,-1,1,-16,0
-5,2,-1,-4,-5,11,-13,-42
-24,-9,-7,-4,0,-7,0,-10
5,7,5,3,1,-7,-21,4
8,-1,-7,-2,1,-10,1,-9
-18,-8,-2,-1,0,6,-2,24
8,16,-4,-3,-1,1,-12,12
2,-12,-13,-5,-1,5,-22,-24
-3,5,5,1,1,5,-4,19
4,-3,-4,1,-1,-7,9,4
4,9,11,0,-2,-4,7,4
-5,-10,-15,-6,1,-5,-4,-16
3,0,-3,-1,0,8,-23,-8
-4,-5,1,0,3,6,13,0
-5,-11,-2,-1,-2,-2,13,18
-3,-1,6,2,0,2,1,-1
1,4,4,3,-1,-1,-4,11
-2,13,8,3,-1,0,28,2
-7,-23,-9,-6,0,2,-4,-36
-4,-6,-3,2,2,-2,-10,18
-1,3,-1,0,0,0,9,1
4,8,8,0,-1,-10,-4,-2
0,-24,-5,-5,-3,-2,-2,-2
-11,6,2,-3,-4,-9,-15,-17
2,2,-3,0,0,-1,-22,-5
4,0,-1,0,5,3,3,10
3,-2,-10,-3,-5,-3,19,-2
-8,-10,-3,0,1,2,-11,-2
0,0,2,-2,-5,1,5,-3
