-14,-33,-35,-45,-19,-13,-7,-6
1,2,83,13,3,-1,-2,0
1,7,-47,2,-2,-2,-2,-2
1,-1,-27,-2,0,1,2,1
1,0,2,11,3,5,2,-1
-3,-7,-26,-18,-3,-2,-1,-3
0,-7,4,-2,-4,-8,-4,-2
-4,1,56,-6,-1,-1,-1,-1
3,12,-40,14,7,5,3,2
0,5,-4,1,-1,-2,-2,0
0,4,8,-1,-3,1,-2,-3
-1,-1,24,-4,-3,-2,-3,1
-1,5,12,-4,-5,-4,-5,-1
-2,1,-6,0,1,0,0,-1
0,-9,4,5,6,0,2,2
1,2,-40,4,1,-2,0,-2
-6,-15,34,-14,-4,-1,-2,-4
3,4,3,12,8,4,2,0
0,-2,-10,-1,-3,-2,-3,-1
-2,-1,6,-25,-11,-7,-2,-2
-7,-8,-90,-10,-6,-6,-4,0
4,7,-8,14,4,0,1,-2
0,2,11,-8,-1,2,-1,0
-4,-17,-38,6,0,-2,-2,-2
3,6,33,-1,4,4,1,2
-1,-1,23,4,3,1,2,2
-2,-10,-62,-2,1,2,0,-1
2,3,50,3,-3,-3,-3,0
-2,1,30,-2,-2,-5,-4,-4
-5,-11,-28,-7,-1,1,-4,-2
4,9,42,6,2,-1,1,1
-2,0,-42,-6,1,2,2,1
4,9,-32,10,3,0,1,1
-5,-3,19,-12,-7,-3,-2,0
-2,-7,-11,-9,-6,-4,-2,-2
2,-3,-50,3,1,-4,-3,-1
3,13,27,13,3,7,1,-1
1,1,-13,-4,0,-1,-2,-1
-4,2,35,1,-2,-2,-2,-2
-2,-7,-9,3,1,-1,-1,-2
3,1,10,3,2,0,-1,-1
-2,-3,-44,0,-2,-5,-1,-1
-1,-7,48,5,-2,5,1,-2
-6,-8,10,-12,-1,-2,-3,-1
0,11,17,3,-3,-4,0,-2
0,-11,-66,-8,-2,1,-2,3
2,12,-3,9,5,2,1,-1
-3,1,55,-4,-10,-6,-4,-1
2,-7,-22,5,0,3,1,-1
-6,-12,-48,-3,0,3,-1,-1
-1,6,24,-2,0,-1,-1,0
-2,-10,10,0,0,-1,0,-2
-3,9,-4,-2,-4,-5,-4,-2
0,0,16,-2,-4,-4,-2,-2
-3,0,58,3,-1,-2,0,-2
-2,-11,-55,-12,1,0,-1,-1
2,4,32,5,0,-2,0,1
1,7,-2,-1,-3,0,-1,-3
-3,-1,-29,-6,-2,0,-1,-2
-1,-1,11,3,2,1,0,-3
2,3,-18,5,3,2,2,5
-8,-6,44,-10,-7,-8,-4,0
16,8,-22,7,6,2,-2,3
-9,-17,2,-13,-9,-3,-6,-8
-1,3,31,-3,0,0,-1,-2
-6,-11,-52,-10,-3,-2,0,-4
0,0,-102,-3,-1,-4,0,6
5,-5,96,-6,-4,2,-1,-4
-3,-3,-17,-3,-2,0,-1,-1
1,11,28,10,3,-2,0,1
-4,-5,-4,-1,2,1,0,-3
1,-1,-56,2,2,0,2,1
-3,-5,-1,0,-4,0,-2,-4
0,2,5,-9,-4,-2,-3,-5
-1,-3,10,0,-1,-2,0,-2
-1,7,37,11,3,1,0,3
-2,-8,-14,-12,-1,-1,0,-4
2,5,-1,1,2,-3,-1,2
-2,-7,-3,-6,-3,-2,-1,1
-1,5,-12,3,-1,-4,-2,-2
1,2,7,1,0,-1,-2,-1
0,-8,-35,-1,-2,4,2,0
-2,-3,4,-3,-5,-4,-3,-2
-2,8,-11,3,1,-3,-2,-2
-1,-3,-7,-8,-3,-2,-2,0
1,-2,1,9,5,1,3,2
0,2,11,0,-1,0,1,-3
-2,-8,-25,0,-4,-2,0,-2
0,-5,17,1,-1,-2,-3,1
-1,2,-2,-5,-5,-2,-3,-2
-4,-8,21,1,-1,0,-2,-2
2,18,96,4,0,-2,-1,-1
-5,-22,-45,-20,-4,-2,-2,-3
3,6,23,8,1,-3,0,-4
0,5,-39,-1,2,1,0,4
2,-1,69,10,1,5,2,1
-5,-5,-44,-10,-3,-2,-3,-2
-3,-12,23,4,3,-1,-3,-2
-1,-6,-30,-6,-6,-2,-2,-3
-4,2,0,-1,1,-3,0,-2
1,7,-1,2,-1,-2,1,0
4,10,33,1,2,5,4,3
-10,-27,-36,-3,-2,-7,-5,-5
3,3,-34,-8,-2,-1,-1,1
-3,-8,-17,3,1,0,0,-1
3,16,-39,2,0,-3,-1,1
-6,-11,43,-6,-3,-1,-4,-3
2,2,-14,4,0,2,-2,-2
0,6,25,4,5,-2,0,0
-2,1,25,6,-1,0,0,-1
-3,1,-28,-17,-5,-2,-3,-2
-2,-7,-37,-1,-1,-3,1,0
0,5,0,6,2,3,2,-1
-2,-7,3,0,-2,-4,-2,-2
-2,3,3,-1,2,5,1,-1
-1,2,32,1,-3,-2,-2,-1
1,-1,-36,-1,1,-3,-2,-1
0,-2,-7,-1,-1,-3,0,-1
-1,6,80,2,-1,-2,-1,0
-1,-3,-59,2,0,-1,-3,0
-4,-12,-31,-13,-5,-2,-2,-2
-3,2,32,-2,0,-2,-4,-2
4,10,15,6,0,1,1,1
-4,-9,-34,-4,-2,-4,-3,-2
1,-6,30,8,4,3,-1,1
-4,-6,23,-14,-6,-2,-2,-3
2,2,7,1,1,-1,0,0
4,15,-16,1,0,-1,-1,1
-4,-15,-6,-7,-4,-1,-2,-2
0,0,10,4,3,3,3,1
-4,-4,-13,-6,-6,-6,-1,-3
1,9,38,8,3,1,2,1
-1,-3,-39,-5,0,-2,-1,-2
0,-8,-1,2,-1,-1,-2,0
0,7,26,3,-3,-4,0,-3
-4,-8,-21,-5,-1,1,0,3
5,8,29,11,1,-1,-1,11
-5,-14,-32,-20,-5,-2,-2,-3
6,19,41,14,8,5,4,2
-9,-33,-44,-19,-12,-7,-5,-6
1,9,23,9,5,4,2,0
-2,-6,-12,-3,-5,-2,-2,0
3,8,32,13,2,0,0,2
-5,-17,-79,-25,-7,-5,-1,-1
-1,5,29,0,-4,0,-4,-4
-1,0,-2,2,-3,-5,-2,-3
-2,4,-13,5,6,6,5,-1
0,4,21,8,3,3,1,-1
0,2,-10,-1,-4,-4,-2,-1
1,12,16,0,-1,-2,-2,0
-5,-19,-27,-11,-6,-2,-3,-1
2,-3,-5,4,3,4,0,-2
-2,8,8,-5,-1,-3,0,-3
3,12,0,10,5,5,3,3
-4,-14,-15,-13,-8,-5,-4,-3
-1,0,11,6,1,1,0,-2
0,1,18,0,-7,-4,-2,-3
0,2,-53,2,4,2,3,0
